token,count
github,6
2024,5
html,5
actions,5
iot,5
rest,4
pandas,4
sc,4
dec,4
github actions,4
esp32,3
docker,3
arduino,3
streamlit,3
lxml,3
home,3
team,3
built,3
gal,3
flask,3
ssd1306,3
sqlite,3
active,2
com,2
manager,2
pandas numpy,2
emulator,2
pandas read,2
gui,2
time,2
pedro,2
pedro fischetti,2
elo,2
boarding,2
numpy,2
home server,2
test,2
azure,2
ci,2
automated,2
