filename,cluster
/home/droski/Desktop/School/Fall25/Capstone/portfolio-builder/backend/storage/private/jobs/8/input/1758829808075_Pedro_Fischetti_Resume.pdf,0
/home/droski/Desktop/School/Fall25/Capstone/portfolio-builder/backend/storage/private/jobs/8/input/1758662692262_Pedro_Fischetti_Resume.pdf,0
/home/droski/Desktop/School/Fall25/Capstone/portfolio-builder/backend/storage/private/jobs/8/input/1758716201295_Sydney_resume_.pdf,1
