filename,000,000 gallons,100k,100k daily,1434,1434 pedrof,16bb8633b,16bb8633b github,20,20 expected,2013,2013 dec,2015,2015 connections,2016,2016 2023,2018,2018 dry,2020,2020 experience,2023,2023 certified,2023 machinery,2024,2024 automated,2024 built,2024 designed,2024 developed,2024 engineered,2025,2025 relevant,2027,2027 dec,214,214 1434,239,239 linkedin,29020,29020 754,2kb,2kb ram,2nd,2nd class,32kb,32kb flash,330,330 gallons,360,360 bambu,3d,3d design,3d printed,660,660 gallons,70,70 member,754,754 214,aboard,aboard cutters,abstraction,abstraction layer,achievements,achievements uscg,active,active 2027,active duty,adafruit,adafruit ssd1306,advanced,advanced training,aid,aid maintenance,algorithms,algorithms embedded,api,api integration,apis,apis 2024,arduino,arduino ide,arduino uno,arduinogotchi,arduinogotchi tamagotchi,arduinojson,arduinojson google,assistant,assistant live,aug,aug 2013,automated,automated staff,automation,automation script,availability,availability 000,awards,awards operational,bachelor,bachelor science,bambu,bambu studio,based,based rom,bash,bash csv,bash embedded,bay,bay supporting,best,best buy,bit,bit manipulation,boarding,boarding officer,buddy,buddy fusion,built,built local,busio,busio u8g2,buy,buy aug,camden,camden sc,carolina,carolina columbia,certified,certified instructor,charleston,charleston sc,chesapeake,chesapeake delaware,cid,cid 239,class,class active,clearance,clearance active,cli,cli git,coach,coach maritime,coast,coast guard,collaborated,collaborated navigation,columbia,columbia sc,com,com fischetti22,com pedro,compatibility,compatibility iot,competency,competency tracking,complex,complex engineering,complex maritime,compliance,compliance reporting,comprehensive,comprehensive training,computer,computer engineering,connections,connections manager,consistently,consistently exceeding,constraints,constraints 32kb,containers,containers 3d,continuity,continuity collaborated,conversational,conversational english,conversion,conversion utility,cookbook,cookbook educational,coolant,coolant diagnosed,coral,coral springs,coursework,coursework data,critical,critical equipment,cross,cross platform,csv,csv parsing,custom,custom hardware,custom shells,customer,customer satisfaction,cutters,cutters stations,daily,daily sales,data,data structures,dec,dec 2015,dec 2020,december,december 2025,delaware,delaware bay,demonstrated,demonstrated technical,design,design real,design signal,design uscg,designed,designed printed,desktop,desktop buddy,developed,developed comprehensive,developed p1,development,development 3d,diagnosed,diagnosed resolved,digital,digital logic,directed,directed complex,discrepancies,discrepancies ensuring,display,display modules,display task,displays,displays i2c,dock,dock availability,docker,docker 2024,docker frameworks,dry,dry dock,duty,duty various,dynamic,dynamic interaction,dynamic ui,edu,edu cid,education,education university,educational,educational game,electronic,electronic systems,email,email sc,embedded,embedded systems,emulator,emulator arduino,emulator strict,enforcement,enforcement leadership,enforcement operations,engineered,engineered iot,engineering,engineering electronic,engineering gpa,english,english fluent,enhanced,enhanced team,ensured,ensured operational,ensuring,ensuring mission,ensuring seamless,equipment,equipment failures,esp32,esp32 nano,esp32 wifi,exceeding,exceeding 100k,excellence,excellence enhanced,exchangers,exchangers pumps,expected,expected december,experience,experience united,failures,failures including,feb,feb 2016,federal,federal maritime,firearms,firearms coach,fischetti,fischetti 16bb8633b,fischetti camden,fischetti22,fischetti22 education,fl,fl led,flash,flash 2kb,fluent,fluent leadership,frameworks,frameworks adafruit,fuel,fuel oil,fusion,fusion 360,gallons,gallons coolant,gallons fuel,gallons lube,game,game containers,gfx,gfx busio,git,git nvm,github,github com,google,google test,gpa,gpa 20,guard,guard feb,handling,handling transfer,hardware,hardware abstraction,hazardous,hazardous materials,healthcare,healthcare automation,heat,heat exchangers,home,home assistant,home server,https,https api,https json,hub,hub raspberry,i2c,i2c multiplexers,i2c spi,ide,ide cli,implemented,implemented custom,implemented secure,improved,improved team,including,including heat,industry,industry transition,instructor,instructor firearms,integrated,integrated java,integrating,integrating soldered,integration,integration real,interaction,interaction healthcare,iot,iot development,iot hub,iot managing,iot multi,java,java based,java bash,javascript,javascript node,js,js matlab,json,json apis,languages,languages portuguese,languages python,law,law enforcement,layer,layer optimized,lcd,lcd rendering,leadership,leadership achievements,leadership directed,led,led 70,linkedin,linkedin com,live,live notes,local,local server,locations,locations ensured,logic,logic design,ltspice,ltspice docker,lube,lube oil,machinery,machinery technician,maintaining,maintaining repairing,maintenance,maintenance chesapeake,major,major industry,managed,managed safe,manager,manager coral,manager esp32,managing,managing ssd1306,manipulation,manipulation integrated,manual,manual workflows,marine,marine transportation,maritime,maritime boarding,maritime enforcement,materials,materials 2018,matlab,matlab java,mega,mega i2c,member,member team,memory,memory constraints,memory optimization,mission,mission continuity,modules,modules dynamic,multi,multi display,multiple,multiple awards,multiplexers,multiplexers implemented,nano,nano mega,native,native spanish,navigation,navigation aid,node,node js,north,north charleston,notes,notes vegan,nvm,nvm zsh,officer,officer school,oil,oil 330,oil 660,oled,oled 2024,operational,operational excellence,operational readiness,operations,operations 2016,operations best,operations recognized,optimization,optimization tools,optimized,optimized lcd,overcoming,overcoming shipboard,p1,p1 emulator,parsing,parsing 2024,pedro,pedro fischetti,pedrof,pedrof email,performance,performance customer,pi,pi docker,platform,platform compatibility,portuguese,portuguese native,printed,printed custom,printed desktop,processing,processing digital,processing iot,proficiency,proficiency rank,program,program development,programs,programs improved,projects,projects arduinogotchi,pumps,pumps regulators,python,python javascript,ram,ram implemented,rank,rank overcoming,raspberry,raspberry pi,readiness,readiness advanced,readiness maintaining,real,real time,recognized,recognized multiple,reducing,reducing manual,regulators,regulators ensuring,relevant,relevant coursework,rendering,rendering bit,repairing,repairing complex,reporting,reporting reducing,resolved,resolved critical,rom,rom conversion,safe,safe handling,sales,sales targets,satisfaction,satisfaction technical,sc,sc 29020,sc bachelor,sc edu,sc secret,school,school north,science,science computer,script,script bash,seamless,seamless operations,secret,secret security,secure,secure https,security,security clearance,server,server home,server iot,shells,shells integrating,shipboard,shipboard discrepancies,signal,signal processing,skills,skills languages,soldered,soldered multi,south,south carolina,spanish,spanish conversational,specialties,specialties digital,spi,spi uart,springs,springs fl,ssd1306,ssd1306 displays,ssd1306 gfx,ssd1306 oled,staff,staff competency,states,states coast,stations,stations managed,strict,strict memory,structures,structures algorithms,studio,studio 2024,studio ltspice,supporting,supporting vital,synchronization,synchronization dynamic,systems,systems aboard,systems arduino,systems languages,systems signal,tamagotchi,tamagotchi emulator,targets,targets developed,task,task manager,task synchronization,team,team major,team operational,team performance,technical,technical proficiency,technical projects,technical skills,technician,technician 2nd,test,test specialties,time,time systems,time task,tools,tools arduino,tracking,tracking compliance,training,training program,training programs,transfer,transfer hazardous,transition,transition consistently,transportation,transportation demonstrated,u8g2,u8g2 wifimanager,uart,uart memory,ui,ui home,united,united states,university,university south,uno,uno esp32,uno ssd1306,uscg,uscg federal,uscg law,utility,utility cross,various,various locations,vegan,vegan cookbook,vital,vital marine,wifi,wifi https,wifimanager,wifimanager arduinojson,workflows,workflows technical,zsh,zsh fusion
/home/droski/Desktop/School/Fall25/Capstone/portfolio-builder/backend/storage/private/jobs/1/input/1758661688796_Pedro_Fischetti_Resume.pdf,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,2,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,2,1,1,2,1,1,1,2,2,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,1,3,1,2,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,3,1,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,4,1,1,1,1,1,1,1,1,2,1,1,3,1,1,1,3,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
